web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,address-link,address-link-href,terms,terms-link,terms-link-href
"1594284096-1535","https://www.holidayhk.com/en-hk/shops/","mapleBUY 1 GET 1 FREEBuy one, get one free Socks","https://www.holidayhk.com/en-hk/shops/shop0091/","maple","Buy one, get one free Socks","Original Price: HK$20","/media/offer/EN_Shop_91_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address



                        

                            Please click here for details.","official website","https://www.maplefashion.com/main/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_91_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_91_tnc.pdf"
"1594284314-1639","https://www.holidayhk.com/en-hk/shops/","Koon Wah FoodSUPER OFFERPromotion price of HK$88 for Koon Wah Tasty ComboQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1310/","Koon Wah Food","Promotion price of HK$88 for Koon Wah Tasty Combo","Original Price HK$176","/media/offer/Shop_1310_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Koon Wah Food – Kwai Fong
Address: Flat G, H, I, ,1/F, KWAI TAK IND CTR (2), 15-33 Kwai Tak Street, Kwai Fong, New Territories, Hong Kong
Tel: +852 2386 2068

Koon Wah Food – Prince Edward
Address: Shop G28, G/F, Allied Plaza, 760 Nathan Road, Prince Edward, Kowloon, Hong Kong 
Tel: +852 2398 3100

Koon Wah Food –Wan Chai
Address: G/F, Tak Wah Mansion, 296 Hennessy Road, Wan Chai, Hong Kong Island, Hong Kong 
Tel: +852 2598 0286

Koon Wah Food – Tsim Sha Tsui
Address: Shop 30-33 & 35-36A, G/F, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon, Hong Kong 



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1310_tnc.pdf"
"1594284069-1522","https://www.holidayhk.com/en-hk/shops/","HKTDC Design GalleryBUY 1 GET 1 FREEBuy one, get one free Brand ""Adamo 3D Bag Original"" (Bag Collection)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1179/","HKTDC Design Gallery","Buy one, get one free Brand ""Adamo 3D Bag Original"" (Bag Collection)","Original Price HK$238-1780","/media/offer/Shop_1179_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
HKTDC Design Gallery - Wanchai CEC 
Address:  G/F, Hong Kong Convention & Exhibition Centre, 1 Harbour Road, Wan Chai, Hong Kong Island
Tel: +852  2584 4146 / 2584 4149
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1179_tnc.pdf"
"1594284312-1638","https://www.holidayhk.com/en-hk/shops/","Sunny Jewellery & Arts Co
30% off on All Items (Jewellery & Arts)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1301/","Sunny Jewellery & Arts Co","30% off on All Items (Jewellery & Arts)","null","/media/offer/Shop_1301_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Sunny Jewellery & Arts Co
Address: Shop 3A, 2nd Basement Prudential Centre,216-228 Nathan Road, Kowloon, Hong Kong
Tel: +852 2763 1883





                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1301_tnc.pdf"
"1594283865-1424","https://www.holidayhk.com/en-hk/shops/","Hung Fook TongBUY 1 GET 1 FREEBuy one, get one free Detox & Heat Relief Drink (500ml)","https://www.holidayhk.com/en-hk/shops/shop0072/","Hung Fook Tong","Buy one, get one free Detox & Heat Relief Drink (500ml)","Original Price: HK$24","/media/offer/EN_Shop_72_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address
                        

                            Please click here for details.","official website","https://www.hungfooktong.com/en/","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_72_tnc.pdf"
"1594284138-1555","https://www.holidayhk.com/en-hk/shops/","Crossfire ArenaBUY 1 GET 1 FREEBuy one, get one free Drop-in","https://www.holidayhk.com/en-hk/shops/shop0067/","Crossfire Arena","Buy one, get one free Drop-in","Original Price: HK$320","/media/offer/EN_Shop_67_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Crossfire Arena - Lai Chi Kok
Address: 306-308, 3/F, D2 PLACE TWO, 15 Cheung Shun St, Lai Chi Kok, Kowloon 
Tel: +852 3461 9023

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_67_tnc.pdf"
"1594284436-1698","https://www.holidayhk.com/en-hk/shops/","WINGO SHOPCASH REBATEEnjoy HK$50 cash rebate upon purchase of HK$300 or above in single transaction","https://www.holidayhk.com/en-hk/shops/shop1291/","WINGO SHOP","Enjoy HK$50 cash rebate upon purchase of HK$300 or above in single transaction","null","/media/offer/Shop_1291_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
WINGO SHOP
Address: Flat D1, 4/F, Yeung Yiu Chung (No.8) Industrial Building, 20 Wang Hoi Road, Kowloon Bay, Kowloon
Tel: +852 35685436



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1291_tnc.pdf"
"1594284510-1731","https://www.holidayhk.com/en-hk/shops/","TSL JewelleryFree Labour Cost on Pure GoldQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0037/","TSL Jewellery","Free Labour Cost on Pure Gold","null","/media/offer/EN_Shop_37_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","http://www.tslj.com/zh-cn/home.aspx","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_37_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_37_tnc.pdf"
"1594284088-1531","https://www.holidayhk.com/en-hk/shops/","Tom Lee MusicJACKSON JS Series RR MINION JS1X Electric Guitar Special Price HK$1,360Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1006/","Tom Lee Music","JACKSON JS Series RR MINION JS1X Electric Guitar Special Price HK$1,360","Selling price:  HK$1,700","/media/offer/EN_Shop_1006_logo2.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Tom Lee Music – Tsim Sha Tsui Flagship Store
Address: 1-9 Cameron Lane, Tsim Sha Tsui, Kowloon 
Tel: +852 2762 6900

Tom Lee Music – Wan Chai Flagship Store
Address: City Centre Building, 144-149 Gloucester Road, Wan Chai, Hong Kong Island
Tel: +852 2519 0238

Tom Lee Music – Sha Tin Flagship Store
Address: Shop 303, L3, HomeSquare, Sha Tin, New Territories 
Tel: +852 2602 3829
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1006_tnc.pdf"
"1594284045-1510","https://www.holidayhk.com/en-hk/shops/","KIKO MilanoEnjoy 10% off discount upon purchase of HK$300 or above in single transaction","https://www.holidayhk.com/en-hk/shops/shop1323/","KIKO Milano","Enjoy 10% off discount upon purchase of HK$300 or above in single transaction","null","/media/offer/Shop_1323_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
KIKO Milano – Tsim Sha Tsui
Address: Shop 17, Level 3, LCX, Harbour City, Tsim Sha Tsui, Kowloon
Tel: +852 2405 1388

KIKO Milano – Central
Address: Shop 1025B, Podium Level 1, ifc mall, Central, Hong Kong Island 
Tel: +852 2833 5363

KIKO Milano – Causeway Bay
Address: Shop B245, Level B2, Times Square, Causeway Bay, Hong Kong Island 
Tel: +852 2881 8803

KIKO Milano – Kwun Tong
Address: Shop No. UC-22 on Upper Concourse Level, apm, Millennium City 5, Kwun Tong, Kowloon 
Tel: +852 2328 5033

KIKO Milano - Tuen Mun
Address: Shop M77, MTR level, V City, Tuen Mun, New Territories
Tel: +852 2663 0655

KIKO Milano - Sheung Shui
Address: Shop226, 2/F, Landmark North, Sheung Shui, New Territories
Tel: +852 2388 1858

KIKO Milano - Kwai Fong
Address: Shop 323, 3/F, Metroplaza, Kwai Fong, New Territories
Tel: +852 2488 8803","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1323_tnc.pdf"
"1594284281-1623","https://www.holidayhk.com/en-hk/shops/","Cyber TelecomBUY 1 GET 1 FREEBuy one, get one free local prepaid SIM card (SmarTone)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0017/","Cyber Telecom","Buy one, get one free local prepaid SIM card (SmarTone)","Original price:  HK$98","/media/offer/EN_Shop_17_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Cyber Telecom - Tsing Yi 
Address: Shop 169, Maritime Square , 33 Tsing King Roard , Tsing Yi , New Territories
Tel: +852 2697 9869
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_17_tnc.pdf"
"1594283994-1486","https://www.holidayhk.com/en-hk/shops/","ON KEE DRY SEAFOOD CO., LTDSpecial Price HK$98/Catty for Indonesia Silver Stripe Round HerringQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1322/","ON KEE DRY SEAFOOD CO., LTD","Special Price HK$98/Catty for Indonesia Silver Stripe Round Herring","Original Price HK$160","/media/offer/Shop_1322_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
On Kee Dry Seafood - Sheung Wan 
Address: G/F, Flat F-G, Kam Fung Building, 8 Cleverly Street, Sheung Wan, Hong Kong Island 
Tel: +852 2544 6336

On Kee Dry Seafood - Causeway Bay 
Address: Shop G3B and G4-G5, Ground Floor, Wing Tak Mansion, No.15, Canal Road West & No. 16B Bowrington Road, Hong Kong Island 
Tel: +852 2588 4666

On Kee Dry Seafood - Yau Ma Tei 
Address: Shop 1-2 Hydan Place, 228 Shanghai Street, Yau Ma Tei, Kowloon 
Tel: +852 2770 2663

On Kee Dry Seafood - Tsuen Wan 
Address: Shop C. G/F. Tsuen Fung Bldg, 39-43A Tsuen Wan Market Street, Tsuen Wan, New Territories
Tel: +852 2419 8663

On Kee Dry Seafood - Yuen Long 
Address: Shop 10, G/F, Orion Court, 23 Mau Tan Street, Yuen Long, New Territories
Tel: +852 2476 8686

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1322_tnc.pdf"
"1594284003-1490","https://www.holidayhk.com/en-hk/shops/","Wai Yuen TongBUY 1 GET 1 FREEBuy one, get one free 6 Years Root Korean Red Ginseng Concentrated Drink Energy Plus+ (10 sachets)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0053/","Wai Yuen Tong","Buy one, get one free 6 Years Root Korean Red Ginseng Concentrated Drink Energy Plus+ (10 sachets)","Original Price: HK$330
Discounted Price: HK$165","/media/offer/EN_Shop_53_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.wyt.com.hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_53_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_53_tnc.pdf"
