web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,terms,terms-link,terms-link-href
"1594348472-150","https://www.holidayhk.com/en-hk/food-and-drink/","Victoria City Restaurant50% OFF50% off on Chilled Fresh Abalone Marinated with SakeQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1197/","Victoria City Restaurant","50% off on Chilled Fresh Abalone Marinated with Sake","Original Price HK$108","/media/offer/Dine_1197_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet address
Victoria City Restaurant
Address: Shop 501, 5/F, CITIC Tower, 1 Tim Mei Avenue, Central, Hong Kong Island
Tel: +852 2877 2211


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1197_tnc.pdf"
"1594348251-48","https://www.holidayhk.com/en-hk/food-and-drink/","Mine cafeCASH REBATEEnjoy HK$10 cash rebate upon purchase of HK$100 in single transaction","https://www.holidayhk.com/en-hk/food-and-drink/food1212/","Mine cafe","Enjoy HK$10 cash rebate upon purchase of HK$100 in single transaction","null","/media/offer/Dine_1212_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Mine cafe
Address: G/F, 18 Wharf Road, North Point
Tel: +852 2652 2001","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1212_tnc.pdf"
"1594348468-148","https://www.holidayhk.com/en-hk/food-and-drink/","Van Gogh Kitchen50% OFF50% discount on set dinner","https://www.holidayhk.com/en-hk/food-and-drink/food0075/","Van Gogh Kitchen","50% discount on set dinner","Original price : HK$228 - HK$328","/media/offer/EN_Dine_75_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Van Gogh Kitchen
Address: 2B Shing Wah Mansion, 451-457 Hennessy Road, Causeway Bay, Hong Kong Island
Tel: +852 3528 1333
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_75_tnc.pdf"
"1594348303-73","https://www.holidayhk.com/en-hk/food-and-drink/","Bubba Gump Shrimp Co Restaurant & Market50% OFF50% discount on Onion Rings, Captain's Fish & Chips, Of Course We Have Scampi and Accidental Fish & ShrimpQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0014/","Bubba Gump Shrimp Co Restaurant & Market","50% discount on Onion Rings, Captain's Fish & Chips, Of Course We Have Scampi and Accidental Fish & Shrimp","null","/media/offer/EN_Dine_14_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Bubba Gump Shrimp Co Restaurant & Market
Address: Shop 304-305, 3/F, The Peak Tower, The Peak, Hong Kong Island
Tel: +852 2849 2867
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_14_tnc.pdf"
"1594348512-168","https://www.holidayhk.com/en-hk/food-and-drink/","Assaggio Trattoria Italiana50% OFF50% off on second order of 3-Course Italian Set Dinner","https://www.holidayhk.com/en-hk/food-and-drink/food1193/","Assaggio Trattoria Italiana","50% off on second order of 3-Course Italian Set Dinner","Original Price HK$298","/media/offer/Dine_1193_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Assaggio Trattoria Italiana
Address: 6/F, Hong Kong Arts Centre, Wan Chai
Tel: +852 2877 3999




                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1193_tnc.pdf"
"1594348382-108","https://www.holidayhk.com/en-hk/food-and-drink/","Hei Yuet PalaceSpecial discount on fried pigeon","https://www.holidayhk.com/en-hk/food-and-drink/food0054/","Hei Yuet Palace","Special discount on fried pigeon","Available from 11:30am to 2:30pm","/media/offer/EN_Dine_54_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hei Yuet Palace - Aberdeen
Address: Shop 32, portion of G/F & 1/F, Noble Square, Wah Kwai Estate, 3 Wah Kwai Road, Aberdeen, Hong Kong Island
Tel: +852 2661 6061

Hei Yuet Palace - Lam Tin
Address: Shop 218, 1/F, Hing Tin Commercial Centre Complex, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kowloon
Tel: +852 2810 8700

Hei Yuet Palace - Tsing Yi
Address: 2/F, Cheung Hong Commercial Centre No.1, Cheung Hong Estate, Tsing Yi, New Territories
Tel: +852 2336 9886

Hei Yuet Palace - Tseung Kwan O
Address: Shop 133, 5/F & 6/F, Tsui Lam Shopping Centre, Tsui Lam Estate, Tseung Kwan O, New Territories
Tel: +852 2640 1111","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_54_tnc.pdf"
"1594348247-46","https://www.holidayhk.com/en-hk/food-and-drink/","OM TapasBUY 1 GET 1 FREEComplimentary dishes on Hello HK - holiday@home Menu upon purchase of an item in à la carte menu of equal or higher valueQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0033/","OM Tapas","Complimentary dishes on Hello HK - holiday@home Menu upon purchase of an item in à la carte menu of equal or higher value","null","/media/offer/EN_Dine_33_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details.

Outlet Address
OM Tapas
Address: G/F, 1 Minden Avenue, Tsim Sha Tsui, Kowloon
Tel: +852 2722 1707

Menu
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_33_menu.jpg","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_33_tnc.pdf"
"1594348257-51","https://www.holidayhk.com/en-hk/food-and-drink/","Tram View CafeBUY 1 GET 1 FREEBuy one, get one free Tram View Cafe Ice Drip Coffee","https://www.holidayhk.com/en-hk/food-and-drink/food0061/","Tram View Cafe","Buy one, get one free Tram View Cafe Ice Drip Coffee","Original price : HK$68","/media/offer/EN_Dine_61_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Tram View Cafe
Address: G/F, 2 Tramway Path, Central, Hong Kong Island
Tel: +852 2323 6873
                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_61_tnc.pdf"
"1594348167-7","https://www.holidayhk.com/en-hk/food-and-drink/","Greenland Spicy Crab50% OFF50% off on Selected Menu","https://www.holidayhk.com/en-hk/food-and-drink/food1203/","Greenland Spicy Crab","50% off on Selected Menu","Included: Signature Dishes Authentic Garlic and Chili Crab","/media/offer/Dine_1203_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Greenland Spicy Crab
Address: Unit A, 1 Floor, Astoria Building, 24-38 Ashley Road, Tsim Sha Tsui, Kowloon
Tel: 2628 9888","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1203_tnc.pdf"
"1594348330-86","https://www.holidayhk.com/en-hk/food-and-drink/","Yu RestaurantBUY 1 GET 1 FREEBuy one, get one free Abalone and Duck Feet with Oyster Sauce","https://www.holidayhk.com/en-hk/food-and-drink/food0037/","Yu Restaurant","Buy one, get one free Abalone and Duck Feet with Oyster Sauce","Original price : HK$138","/media/offer/EN_Dine_37_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Yu Restaurant
Address: Shop Nos 3230-3232, Level 3, MOS Town, 18 On Luk Street, Ma On Shan, New Territories
Tel: +852 2613 8026","null","","Terms and conditions apply. 
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_37_tnc.pdf"
"1594348494-160","https://www.holidayhk.com/en-hk/food-and-drink/","TAI WOO RESTAURANTBUY 1 GET 1 FREEBuy one, get one free LOBSTER DELIGHT MenuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1116/","TAI WOO RESTAURANT","Buy one, get one free LOBSTER DELIGHT Menu","Original Price HK$488","/media/offer/Dine_1116_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
TAI WOO RESTAURANT
Address: 9/F Causeway Bay Plaza 2, 463-483 Lockhart Road,(Causeway Bay MTR Exit C), Hong Kong Island
Tel: +852 2893-0822 / 2893-2541 / 2893-9882


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1116_tnc.pdf"
"1594348357-96","https://www.holidayhk.com/en-hk/food-and-drink/","S2 Teppanyaki50% OFF50% off on A5 Wagyu Uni Lunch Set","https://www.holidayhk.com/en-hk/food-and-drink/food1188/","S2 Teppanyaki","50% off on A5 Wagyu Uni Lunch Set","Original Price HK$780","/media/offer/Dine_1188_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
S2 Teppanyaki
Address: Shop 6, G/F, 29-37 Wai Ching Street, Jordan, Kowloon
Tel: +852 2885 8955 / 2885 8278

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1188_tnc.pdf"
"1594348239-42","https://www.holidayhk.com/en-hk/food-and-drink/","Penthouse50% OFF50% off on Selection House WineQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1182/","Penthouse","50% off on Selection House Wine","Original Price HK$118","/media/offer/Dine_1182_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
PENTHOUSE
Address: Level 30, Soundwill Plaza II, Midtown, 1-29 Tang Lung Street, Causeway Bay, Hong Kong Island
Tel: +852 2970 0828


                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1182_tnc.pdf"
"1594348516-170","https://www.holidayhk.com/en-hk/food-and-drink/","HEE KEE Fried Crab Expert50% OFF50% off on Fried Clams with ChilliQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1201/","HEE KEE Fried Crab Expert","50% off on Fried Clams with Chilli","Original Price HK$98","/media/offer/Dine_1201_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hee Kee Fried Crab Expert - Wan Chai
Address: Shop 1-4, G/F, 379-389 Jaffe Road, Wan Chai, Hong Kong Island, Hong Kong
Tel: 2893 7565

Hee Kee Fried Crab Expert - Causeway Bay
Address: Shop E, G/F, Po Wing Building, 61-73 Lee Garden Road, Causeway Bay, Hong Kong Island, Hong Kong 
Tel: 2488 6665

                        

                            Please click here for details.","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Dine_1201_tnc.pdf"
